offset,original_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x01EFA464,"Lucky for you, you already did!",31,1,32,pokemon,dialogue,,
0x01EFA4CA,"t be needing
this anymore!",26,1,27,pokemon,dialogue,,
0x01EFA591,rent it for yourself.,21,1,22,pokemon,dialogue,,
0x01EFA615,down in Seaport.,16,1,17,pokemon,other,,
0x01EFA649,mon!,4,1,5,pokemon,dialogue,,
0x01EFA70C,mon!,4,1,5,pokemon,dialogue,,
0x01EFA72C,"mon
again tomorrow!",19,1,20,pokemon,dialogue,,
0x01EFA79D,"It looks really happy!
It must love you a lot.",46,1,47,pokemon,dialogue,,
0x01EFA8A1,Pyukumuku Chucker,17,1,18,pokemon,location,,
0x01EFA8B3,"Pyukumuku have been washing ashore
and are scaring away the tourists!
Throw them all back in the ocean.",103,1,104,pokemon,dialogue,,
0x01EFAADA,"Besides, being a Pyukumuku chucker
is fun!",42,1,43,pokemon,dialogue,,
0x01EFAB66," Pyukumuku left on
the sand and in need of chucking.",52,1,53,pokemon,description,,
0x01EFACDB,ve earned it!,13,1,14,pokemon,dialogue,,
0x01EFAD83,s a real shame.,15,1,16,pokemon,other,,
0x01EFADD5,"There are no more Pyukumuku left
on the beach.",46,1,47,pokemon,description,,
0x01EFAF17,"Would you consider selling it
to me?",36,1,37,pokemon,dialogue,,
0x01EFAFAE,"Would you consider selling it
to me?",36,1,37,pokemon,dialogue,,
0x01EFB03B, for it?,8,1,9,pokemon,dialogue,,
0x01EFB07D,My master will be so surprised!,31,1,32,pokemon,dialogue,,
0x01EFB11F,"If you find a gourmet ingredient
for me, please let me know!",60,1,61,pokemon,dialogue,,
0x01EFB15C,Choose Item,11,1,12,pokemon,location,,
0x01EFB168,Choose Berry,12,1,13,pokemon,location,,
0x01EFB193,"t you have an adorable ore that
shakes my core?",47,1,48,pokemon,dialogue,,
0x01EFB1C7,"t you have an adorable ore that
shakes my core?",47,1,48,pokemon,dialogue,,
0x01EFB2A0,ve scored an ore I can adore!,29,1,30,pokemon,dialogue,,
0x01EFB2E2,"t shake my core with
an ore so poor!",36,1,37,pokemon,dialogue,,
0x01EFB319,"t change.
I hope you sell it to me someday.",43,1,44,pokemon,dialogue,,
0x01EFB421,ll make it worth your while.,28,1,29,pokemon,dialogue,,
0x01EFB4F2,ll make it worth your while.,28,1,29,pokemon,dialogue,,
0x01EFB543,ll make it worth your while.,28,1,29,pokemon,dialogue,,
0x01EFB589,mon have you found?,19,1,20,pokemon,dialogue,,
0x01EFB5C5,re talking! This is for you!,28,1,29,pokemon,dialogue,,
0x01EFB6E4,"dex to a
professor?",19,1,20,pokemon,dialogue,,
0x01EFB760,"How would you like to raise one
for me?",39,1,40,pokemon,dialogue,,
0x01EFB7DC,mon would you like?,19,1,20,pokemon,dialogue,,
0x01EFB7FF,"ll just have to keep struggling,
then.",38,1,39,pokemon,description,,
0x01EFB873,mon.,4,1,5,pokemon,other,,
0x01EFB8C0,ll give you another.,20,1,21,pokemon,dialogue,,
0x01EFB976,"mon has something in
its mouth.",31,1,32,pokemon,description,,
0x01EFB999,Ooh ooh!,8,1,9,pokemon,dialogue,,
0x01EFBA12,"t had a chance to find
any, let me help you out.",48,1,49,pokemon,dialogue,,
0x01EFBA47,"ll be able to shock your
enemies when you learn her move!",57,1,58,pokemon,dialogue,,
0x01EFBB66,What do you say?,16,1,17,pokemon,dialogue,,
0x01EFBBF8,",
of course.",12,1,13,pokemon,other,,
0x01EFBCEC,mon!,4,1,5,pokemon,dialogue,,
0x01EFBDC8,I am a balloon man!,19,1,20,pokemon,dialogue,,
0x01EFBDFC,mon!,4,1,5,pokemon,dialogue,,
0x01EFC091,"Take these Go-Goggles, and explore
the Great Desert!",52,1,53,pokemon,dialogue,,
0x01EFC0D7,Explore the Great Desert!,25,1,26,pokemon,dialogue,,
0x01EFC1A1,to battle you!,14,1,15,pokemon,dialogue,,
0x01EFC236,You wanna have a battle?,24,1,25,pokemon,dialogue,,
0x01EFC278,"t
going to be easy!",19,1,20,pokemon,dialogue,,
0x01EFC2E1,"t
going to be easy!",19,1,20,pokemon,dialogue,,
0x01EFC31E,"ll still
be here.",17,1,18,pokemon,other,,
0x01EFC398,ll need more.,13,1,14,pokemon,other,,
0x01EFC3D8,"Come again tomorrow for another
battle!",39,1,40,pokemon,dialogue,,
0x01EFC495,show you my own strategies!,27,1,28,pokemon,dialogue,,
0x01EFC518,"m willing to show
you my own strategy.",38,1,39,pokemon,dialogue,,
0x01EFC53F,"Time to face off against the
ultimate strategy!",47,1,48,pokemon,dialogue,,
0x01EFC57C,"Take your time coming up against a
way to combat my strategy.",61,1,62,pokemon,dialogue,,
0x01EFC5DC,"Let me refine mine, and we can
battle again tomorrow!",53,1,54,pokemon,dialogue,,
0x01EFC6E8,re welcome!,11,1,12,pokemon,dialogue,,
0x01EFC803,battling Lixdel and me?,23,1,24,pokemon,dialogue,,
0x01EFC856,mon!,4,1,5,pokemon,dialogue,,
0x01EFC876,"
Is ready to begin his battle!",30,1,31,pokemon,dialogue,,
0x01EFC895,"No?
Your loss.",14,1,15,pokemon,dialogue,,
0x01EFC8FB,"s do this again some other
day.",31,1,32,pokemon,description,,
0x01EFC976,been seeing.,12,1,13,pokemon,other,,
0x01EFC9EB,"Do you want to experience some by
battling Thanasis and me?",59,1,60,pokemon,dialogue,,
0x01EFCA52,mon!,4,1,5,pokemon,dialogue,,
0x01EFCA57,"Let us show you some beautiful
animations!",42,1,43,pokemon,dialogue,,
0x01EFCA82,"Not ready yet, huh?",19,1,20,pokemon,dialogue,,
0x01EFCACA,"Come back tomorrow and we can do
this again!",44,1,45,pokemon,dialogue,,
0x01EFCC22,I hope you enjoyed it!,22,1,23,pokemon,dialogue,,
0x01EFCCD8,this team on for size!,22,1,23,pokemon,dialogue,,
0x01EFCCEF,"Now, watch as you get stalled out!",34,1,35,pokemon,dialogue,,
0x01EFCD56,"
a win is a win!",16,1,17,pokemon,dialogue,,
0x01EFCD97,Toxic stall teams are the best!,31,1,32,pokemon,dialogue,,
0x01EFCE0E,"ll
be tomorrow!",15,1,16,pokemon,dialogue,,
0x01EFD154,finished!,9,1,10,pokemon,dialogue,,
0x01EFD15E,Sound Director,14,1,15,pokemon,location,,
0x01EFD224,"ve been enjoying all of
the music so far!",41,1,42,pokemon,dialogue,,
0x01EFD303,"s also Jax and
that workout routine I gave him.",47,1,48,pokemon,dialogue,,
0x01EFD34E," I designed
it for you!",23,1,24,pokemon,dialogue,,
0x01EFD366,The Strongest There Is,22,1,23,pokemon,other,,
0x01EFD3A3,"Defeated Skeli in a rousing
battle.",35,1,36,pokemon,dialogue,,
0x01EFD3C7,"Defeated Golche in a stimulating
battle.",40,1,41,pokemon,description,,
0x01EFD3F0,"Defeated both Lixdel and Thanasis
in a tough two on two battle.",63,1,64,pokemon,description,,
0x01EFD430,"Defeated Criminon in an upbeat
battle.",38,1,39,pokemon,description,,
0x01EFD457,"Defeat all of the Unbound devs in
Dehara City in a single day!",62,1,63,pokemon,dialogue,,
0x01EFD4F8,d believe that?,15,1,16,pokemon,dialogue,,
0x01EFD595,Do you think you can do it?,27,1,28,pokemon,dialogue,,
0x01EFD674,t home.,7,1,8,pokemon,other,,
0x01EFD722,t home.,7,1,8,pokemon,other,,
0x01EFD774,"As promised, the item I liberated
from them.",44,1,45,pokemon,dialogue,,
0x01EFD7C9,t look the type.,16,1,17,pokemon,other,,
0x01EFD7FA,"
for ya?",8,1,9,pokemon,dialogue,,
0x01EFD867,"They spend a lot of time helping
renovate the Battle Frontier.",62,1,63,pokemon,description,,
0x01EFDA25,Enjoy battling!,15,1,16,pokemon,dialogue,,
0x01EFDAE1,s time for a double beatdown!,29,1,30,pokemon,dialogue,,
0x01EFDAFF,Double knockdown!,17,1,18,pokemon,dialogue,,
0x01EFDB15,"s make a two-to-one bet on
my victory.",38,1,39,pokemon,dialogue,,
0x01EFDB3C,Now I owe you double.,21,1,22,pokemon,dialogue,,
0x01EFDB70,ll see them in a sec!,21,1,22,pokemon,dialogue,,
0x01EFDB97,m wearing them right now!,25,1,26,pokemon,dialogue,,
0x01EFDBB1,"What happens when you double the
amount of birds you have?",58,1,59,pokemon,dialogue,,
0x01EFDBEC,You double your wings!,22,1,23,pokemon,dialogue,,
0x01EFDC22,My victory is assured!,22,1,23,pokemon,dialogue,,
0x01EFDC39,I now have no brain power.,26,1,27,pokemon,dialogue,,
0x01EFDF3F,while I sit here retired.,25,1,26,pokemon,dialogue,,
0x01EFDF7F,"The board on the wall describes
the store layout.",49,1,50,pokemon,dialogue,,
0x01EFDFD7,"ve been shopping here since it
opened back in the day!",54,1,55,pokemon,dialogue,,
0x01EFE147,vendors on this floor.,22,1,23,pokemon,other,,
0x01EFE19E,battles more hairy?,19,1,20,pokemon,dialogue,,
0x01EFE1B2,That was not a fun run.,23,1,24,pokemon,other,,
0x01EFE1CA,"A lover of sea is of course one to
dabble with the evolutionary!",64,1,65,pokemon,dialogue,,
0x01EFE250,"m gonna take out my
frustration on you!",39,1,40,pokemon,dialogue,,
0x01EFE2B1,But for necks.,14,1,15,pokemon,location,,
0x01EFE2C0,Yay! A battle!,14,1,15,pokemon,dialogue,,
0x01EFE300,s over!,7,1,8,pokemon,dialogue,,
0x01EFE30B,"re adorable, and we love battles!",33,1,34,pokemon,dialogue,,
0x01EFE3A9,RE SUPER POWERFUL!!!,20,1,21,pokemon,dialogue,,
0x01EFE3C2,s rock and shock!,17,1,18,pokemon,dialogue,,
0x01EFE3D4,"My rocks and electricity have
been grounded.",44,1,45,pokemon,dialogue,,
0x01EFE401,"Maybe I should invest in some
powerful TMs.",43,1,44,pokemon,dialogue,,
0x01EFE51A,defeated.,9,1,10,pokemon,other,,
0x01EFE588,are maxed out.,14,1,15,pokemon,other,,
0x01EFE597,"My psychic powers have been
enhanced by the items I bought!",59,1,60,pokemon,dialogue,,
0x01EFE5D3,"No!
My money has been wasted!",29,1,30,pokemon,dialogue,,
0x01EFE5F1,"I must go into seclusion to
study the art of the shop.",54,1,55,pokemon,dialogue,,
0x01EFE645,"If you put money in me, a drink
will pop out!",45,1,46,pokemon,dialogue,,
0x01EFE67B,"t have enough money for
that drink!",35,1,36,pokemon,dialogue,,
0x01EFE6B4, popped out!,12,1,13,pokemon,dialogue,,
0x01EFE730,To which floor may I take you?,30,1,31,pokemon,dialogue,,
0x01EFE74F,Certainly.,10,1,11,pokemon,other,,
0x01EFE75D, we are already on that floor?,30,1,31,pokemon,dialogue,,
0x01EFE799,"I look forward to serving you
again.",36,1,37,pokemon,dialogue,,
0x01EFE83B,gives you even more!,20,1,21,pokemon,dialogue,,
0x01EFE870, Ball?,6,1,7,pokemon,dialogue,,
0x01EFE94B,"mon should I put in a
Luxury Ball?",34,1,35,pokemon,dialogue,,
0x01EFE9EF,"
Ball for the more effective one.",33,1,34,pokemon,description,,
0x01EFEA78,d like!,7,1,8,pokemon,dialogue,,
0x01EFEA92," is already in a
Luxury Ball!",29,1,30,pokemon,dialogue,,
0x01EFEAD6, Ball!,6,1,7,pokemon,dialogue,,
0x01EFEB04,"ll grow more friendly with you
much faster now!",47,1,48,pokemon,dialogue,,
0x01EFECC6,let you through.,16,1,17,pokemon,dialogue,,
0x01EFECD7,Stay safe in the Great Desert!,30,1,31,pokemon,dialogue,,
0x01EFECF8,Distortion World,16,1,17,pokemon,location,,
0x01EFED53,Giygogagohgwooh!,16,1,17,pokemon,dialogue,,
0x01EFED69," flew off into the
Distortion World.",36,1,37,pokemon,description,,
0x01EFF254,Dresco Town,11,1,12,pokemon,location,,
0x01EFF4DA,"mon if
you have caught one?",27,1,28,pokemon,dialogue,,
0x01EFF50C,"mon evolves
when it warms up to its Trainer?",44,1,45,pokemon,dialogue,,
0x01EFF5DA,you much quicker!,17,1,18,pokemon,dialogue,,
0x01EFF627,"t hesitate to talk to
everyone you see!",39,1,40,pokemon,dialogue,,
0x01EFF6CD,ll give you something nice.,27,1,28,pokemon,dialogue,,
0x01EFF710,"mon I
was referring to.",23,1,24,pokemon,other,,
0x01EFF740,"t what I was referring
to.",26,1,27,pokemon,dialogue,,
0x01EFF75B,Basic Literacy,14,1,15,pokemon,location,,
0x01EFF76A,"Practice basic literacy by reading
all of the Trainer Tips signs.",65,1,66,pokemon,description,,
0x01EFF83E,"Trainer Tips signs should be good
examples for words and such.",62,1,63,pokemon,description,,
0x01EFF926,t count it!,11,1,12,pokemon,dialogue,,
0x01EFF954,"We can communicate through 8-bit
sounds, then.",46,1,47,pokemon,description,,
0x01EFF9E8, of this awesome power.,23,1,24,pokemon,other,,
0x01EFFB08,"Who needs school, when I have the
power of music and angst.",59,1,60,pokemon,dialogue,,
0x01EFFB46,"This Trainer Tips sign was read
next to your home.",50,1,51,pokemon,dialogue,,
0x01EFFB79,"This Trainer Tips sign was read
near Bellin Town on the fast
mountain road.",75,1,76,pokemon,description,,
0x01EFFBC5,"This Trainer Tips sign was read
by the path entering town.",58,1,59,pokemon,description,,
0x01EFFC00,"This Trainer Tips sign was read
on 3F by the water.",51,1,52,pokemon,description,,
0x01EFFC34,"This Trainer Tips sign was read
on 3F by the Chansey.",53,1,54,pokemon,description,,
0x01EFFC6A,"This Trainer Tips sign was read
on 2F by the final downwards
ladder.",68,1,69,pokemon,description,,
0x01EFFCAF,"This Trainer Tips sign was read
directly south of the Icicle Cave
entrance.",75,1,76,pokemon,description,,
0x01EFFCFB,"This Trainer Tips sign was read
before the bridge entering town
from Route 2.",77,1,78,pokemon,description,,
0x01EFFD49,"This Trainer Tips sign was read
on the northern beach by Flower
Paradise.",73,1,74,pokemon,description,,
0x01EFFD93,"This Trainer Tips sign was read
on the path just outside the
western Grim Woods exit.",85,1,86,pokemon,description,,
0x01EFFDE9,"This Trainer Tips sign was read
after leaving the upper west exit
of Cinder Volcano.",84,1,85,pokemon,description,,
0x01EFFE3E,"This Trainer Tips sign was read
on 4F between the Aroma Lady and
Worker.",72,1,73,pokemon,description,,
0x01EFFE87,"This Trainer Tips sign was read
in the tall grass near the puddle
in the centre of the route.",93,1,94,pokemon,description,,
0x01EFFEE5,"This Trainer Tips sign was read in
the tall grass near Crater Town.",67,1,68,pokemon,description,,
0x01EFFF29,"This Trainer Tips sign was read
just east of the bridge coming
from Valley Cave.",80,1,81,pokemon,description,,
0x01EFFF7A,"This Trainer Tips sign was read
just south of the bridge heading
up to Frost Mountain.",86,1,87,pokemon,description,,
0x01EFFFD1,"This Trainer Tips sign was read
near the Route 7 exit of the
mountain.",70,1,71,pokemon,description,,
0x01F00018,"This Trainer Tips sign was read
by the sliding ice on the south
end of the route.",81,1,82,pokemon,description,,
0x01F0006A,"This Trainer Tips sign was read
by the Chansey on the south end of
the route.",77,1,78,pokemon,description,,
0x01F000B8,"This Trainer Tips sign was read
by the Cave of Being.",53,1,54,pokemon,description,,
0x01F000EE,"This Trainer Tips sign was read
by the eastern jumping rocks.",61,1,62,pokemon,description,,
0x01F0012C,"This Trainer Tips sign was read
in the tall grass near the top of
the cliff.",76,1,77,pokemon,description,,
0x01F00179,"This Trainer Tips sign was read
next to the statue of Zapdos.",61,1,62,pokemon,description,,
0x01F001B7,"This Trainer Tips sign was read
on 3F in the watery pressure plate
room.",72,1,73,pokemon,description,,
0x01F00200,"This Trainer Tips sign was read
after going down the second set of
stairs from Tarmigan Town.",93,1,94,pokemon,description,,
0x01F002A5,mon Center.,11,1,12,pokemon,other,,
0x01F002B1,"This Trainer Tips sign was read
on the small island found while
heading south towards Route 14.",95,1,96,pokemon,description,,
0x01F00311,"This Trainer Tips sign was read
on the small island near the Ruins
of Void.",75,1,76,pokemon,description,,
0x01F0035D,"This Trainer Tips sign was read
next to the dried bones north of
the centre canyon.",83,1,84,pokemon,description,,
0x01F003B1,"This Trainer Tips sign was read
in the centre of the forest just
west of the Medium.",84,1,85,pokemon,description,,
0x01F00406,"This Trainer Tips sign was read
on rocky land on the north side
of the route.",77,1,78,pokemon,description,,
0x01F00454,"This Trainer Tips sign was read
on a rocky outcropping while
Surfing just west of Route 17.",91,1,92,pokemon,description,,
0x01F004B0,"This Trainer Tips sign was read
on the grass after coming north
from Antisis City.",82,1,83,pokemon,description,,
0x01F00503,"This Trainer Tips sign was read
on the cliffs by the Sky Trainer
in the centre of the route.",92,1,93,pokemon,description,,
0x01F00560,"This Trainer Tips sign was read
past the guard on the way up to
Victory Road.",77,1,78,pokemon,description,,
0x01F005AE,"This Trainer Tips sign was read
on the pathway up to the League
entrance.",73,1,74,pokemon,description,,
0x01F005F8,"This Trainer Tips sign was read
by the first ladder close to
Polder Town.",73,1,74,pokemon,description,,
0x01F00642,"This Trainer Tips sign was read
next to some trees on the watery
path leading up to Crystal Peak.",97,1,98,pokemon,description,,
0x01F006A4,"This Trainer Tips sign was read in
the large room on 1F near the lake.",70,1,71,pokemon,description,,
0x01F006EB,"This Trainer Tips sign was read
amidst some trees on the western
side of the route.",83,1,84,pokemon,description,,
0x01F0073F,"This Trainer Tips sign was read
by the exit to Redwood Village.",63,1,64,pokemon,description,,
0x01F0077F,"This Trainer Tips sign was read by
the Youngster and Aroma Lady in
the middle of the forest.",92,1,93,pokemon,dialogue,,
0x01F007DC,"This Trainer Tips sign was read
by the exit to Cube Corp.",57,1,58,pokemon,description,,
0x01F00816,"This Trainer Tips sign was read on
the west side of the building.",65,1,66,pokemon,description,,
0x01F00858,"This Trainer Tips sign was read on
the east side of the building.",65,1,66,pokemon,description,,
0x01F008E3,"t even
a route separating it from here!",39,1,40,pokemon,dialogue,,
0x01F009B7,"I even hear the Trainers can get
stronger as you do.",52,1,53,pokemon,dialogue,,
0x01F00A74,with its flames at night.,25,1,26,pokemon,other,,
0x01F00BFF,teach one!,10,1,11,pokemon,dialogue,,
0x01F00D1E, is?,4,1,5,pokemon,dialogue,,
0x01F00F20,have a chance to use it.,24,1,25,pokemon,other,,
0x01F00F39,You must be an experienced Trainer.,35,1,36,pokemon,dialogue,,
0x01F00F96,"The bridge to it is still under
construction.",45,1,46,pokemon,description,,
0x01F01029,"You should check it out when you
have a chance.",47,1,48,pokemon,dialogue,,
0x01F011B0,".

Come alone if you ever want to
see him again.

-A",52,1,53,pokemon,dialogue,,
0x01F0143D,sense of closure.,17,1,18,pokemon,other,,
0x01F0148B,"It would bring me such a sense
of closure.",42,1,43,pokemon,description,,
0x01F0151E,I refuse to believe it!,23,1,24,pokemon,dialogue,,
0x01F01564,You have no reason to lie to me.,32,1,33,pokemon,dialogue,,
0x01F01656,dismantling.,12,1,13,pokemon,other,,
0x01F01684,"My eyesight must be going in my
old age.",40,1,41,pokemon,dialogue,,
0x01F016B6," of Aros.
I hope your travels are going well.",45,1,46,pokemon,dialogue,,
0x01F016E8,t Turn Off the Power,20,1,21,pokemon,other,,
0x01F01731, times.,7,1,8,pokemon,other,,
0x01F01845, times will show your commitment.,33,1,34,pokemon,dialogue,,
0x01F018D6, manual saves.,14,1,15,pokemon,other,,
0x01F01B52,"ll be very useful if you plan to
fight in a foggy area.",55,1,56,pokemon,dialogue,,
0x01F01BD3,Think of me if you get one.,27,1,28,pokemon,dialogue,,
0x01F01C56,Many thanks.,12,1,13,pokemon,location,,
0x01F01C69," that I traded you,
has it helped you out?",42,1,43,pokemon,dialogue,,
0x01F01D87,"The doctor says that it could help
speed up the recovery if you do.",67,1,68,pokemon,dialogue,,
0x01F01E8A,ve done for him!,16,1,17,pokemon,dialogue,,
0x01F01ECF,"Thank you again, Trainer!
We are forever in your debt.",54,1,55,pokemon,dialogue,,
0x01F01F06,Can I help you with something?,30,1,31,pokemon,dialogue,,
0x01F01FB3,Enjoy your time!,16,1,17,pokemon,dialogue,,
0x01F02008,Enjoy your time!,16,1,17,pokemon,dialogue,,
0x01F02019,Change Position,15,1,16,pokemon,location,,
0x01F0203E,"-types will burn
you to a crisp!",32,1,33,pokemon,dialogue,,
0x01F02063,ve extinguished my flame.,25,1,26,pokemon,dialogue,,
0x01F02095,-types are a healthy diet!,26,1,27,pokemon,dialogue,,
0x01F020C1,em up!,6,1,7,pokemon,dialogue,,
0x01F020DB,"-types will soak you
to your core!",34,1,35,pokemon,dialogue,,
0x01F02102,ve dried up my water.,21,1,22,pokemon,dialogue,,
0x01F02180, fury!,6,1,7,pokemon,dialogue,,
0x01F021AA," powers enhance my
mental defense!",34,1,35,pokemon,dialogue,,
0x01F021CD,My mental defense was shattered.,32,1,33,pokemon,dialogue,,
0x01F021EE,"If you want to battle me again,
leave and come back inside.",59,1,60,pokemon,dialogue,,
0x01F0222D,"If you want to battle me again,
leave and come back inside.",59,1,60,pokemon,dialogue,,
0x01F0260F,Choose from Party,17,1,18,pokemon,location,,
0x01F02621,All in Party,12,1,13,pokemon,location,,
0x01F0262E,All in PC Box,13,1,14,pokemon,other,,
0x01F02F39,yourself one of them?,21,1,22,pokemon,dialogue,,
0x01F02FC5,"t think that can happen
anywhere outside of Borrius!",52,1,53,pokemon,dialogue,,
0x01F030DE,mon in the Gym!,15,1,16,pokemon,dialogue,,
0x01F03144,mon away.,9,1,10,pokemon,other,,
0x01F0318B," Marts will sell more items to
you the more Badges you have.",60,1,61,pokemon,dialogue,,
0x01F031C8,Epidimy Town,12,1,13,pokemon,dialogue,,
0x01F0321C,"Zapdos saved me once, and I can
never thank it enough.",54,1,55,pokemon,dialogue,,
0x01F033B8,Just look at the grass here!,28,1,29,pokemon,dialogue,,
0x01F03456,ll help me feel better.,23,1,24,pokemon,other,,
0x01F034A7,s name.,7,1,8,pokemon,other,,
0x01F03513,of bad men on the other side.,29,1,30,pokemon,other,,
0x01F035B3,Revives and Paralyze Heals!,27,1,28,pokemon,dialogue,,
0x01F036DD,"You placed yourself firmly on
the bench.",40,1,41,pokemon,dialogue,,
0x01F03718,"It looks like someone left
something on the bench!",50,1,51,pokemon,dialogue,,
0x01F0394A,"t have
to worry about head trauma, too.",39,1,40,pokemon,description,,
0x01F039B9,it will suffer from head trauma!,32,1,33,pokemon,dialogue,,
0x01F03A31,Take this!,10,1,11,pokemon,dialogue,,
0x01F03ABA,Huah!,5,1,6,pokemon,dialogue,,
0x01F03B24,"m going to hide in holes in
sand and scare Trainers!",52,1,53,pokemon,dialogue,,
0x01F03C08,s too bad.,10,1,11,pokemon,other,,
0x01F03C37,"If you get one, trade it with me.",33,1,34,pokemon,dialogue,,
0x01F03C6E,"m going to
take good care of it!",32,1,33,pokemon,dialogue,,
0x01F03C98,", has it helped you
win any battles?",36,1,37,pokemon,dialogue,,
0x01F03E4F,"Are you the Guardian of Borrius,
or just another brat?",54,1,55,pokemon,dialogue,,
0x01F03EE6,"You are the Guardian of Borrius!
Take the Master Ball!",54,1,55,pokemon,dialogue,,
0x01F03F1D,"Then, I have no time for you.
Shoo! Shoo!",41,1,42,pokemon,dialogue,,
0x01F03F5A,"I have no time for you!
Shoo! Shoo!",35,1,36,pokemon,dialogue,,
0x01F03F7E,"Guardian of Borrius!
It is pleasure being in your midst!",56,1,57,pokemon,dialogue,,
0x01F03FB9, found one Master Ball!,23,1,24,pokemon,dialogue,,
0x01F03FEC,s my prized possession!,23,1,24,pokemon,dialogue,,
0x01F0408B,"Another couple, I believe, lives
on Route 9.",44,1,45,pokemon,dialogue,,
0x01F04113,"Tell me, do you like to fish?",29,1,30,pokemon,dialogue,,
0x01F04166,"Take this and fish, young friend!",33,1,34,pokemon,dialogue,,
0x01F04222,mon.,4,1,5,pokemon,other,,
0x01F04255,How are the fish biting?,24,1,25,pokemon,dialogue,,
0x01F042A6,"re going to
need these!",23,1,24,pokemon,dialogue,,
0x01F042BE,"It never hurts to be prepared
for anything!",43,1,44,pokemon,dialogue,,
0x01F0438C,travellers who talk to her.,27,1,28,pokemon,other,,
0x01F043F2,Would you like me to do that?,29,1,30,pokemon,dialogue,,
0x01F04434,Which move should be forgotten?,31,1,32,pokemon,dialogue,,
0x01F0446B,"?
That move should be forgotten?",32,1,33,pokemon,dialogue,,
0x01F044B8, completely.,12,1,13,pokemon,other,,
0x01F04509,"Come again if there are other
moves to be forgotten.",52,1,53,pokemon,description,,
0x01F045B1,"s even said that Zapdos roosts
at the peak!",43,1,44,pokemon,dialogue,,
0x01F046D7,in hearts.,10,1,11,pokemon,other,,
0x01F04727,"Whoever came up with that idea is
a thief and a crook.",54,1,55,pokemon,description,,
0x01F04760,Fallshore City,14,1,15,pokemon,location,,
0x01F04797,Get your stat reducing items here!,34,1,35,pokemon,dialogue,,
0x01F047C0,Get your stat boosting items here!,34,1,35,pokemon,dialogue,,
0x01F04884,550!,4,1,5,pokemon,dialogue,,
0x01F04899,6600!,5,1,6,pokemon,dialogue,,
0x01F04B24,ya catch my drift?,18,1,19,pokemon,dialogue,,
0x01F04BE9,d believe that?,15,1,16,pokemon,dialogue,,
0x01F04C2B,"Actually, most people here would
probably head indoors.",55,1,56,pokemon,description,,
0x01F04DAB,full of water.,14,1,15,pokemon,other,,
0x01F04DF5,closer friends.,15,1,16,pokemon,other,,
0x01F04E05,"Apparently, Mel has his own private
island somewhere out in the ocean!",70,1,71,pokemon,dialogue,,
0x01F04E7E,"I buy a dozen at once each time
I come here!",44,1,45,pokemon,dialogue,,
0x01F04ED2,s raining!,10,1,11,pokemon,dialogue,,
0x01F04F41,"They reduce Effort Values by
a whole ten points!",48,1,49,pokemon,dialogue,,
0x01F0508F,"s probably off clearing his
head somewhere.",43,1,44,pokemon,description,,
0x01F0513A,"My hidden power is telling me that
you want this!",49,1,50,pokemon,dialogue,,
0x01F051BA,mon uses it.,12,1,13,pokemon,other,,
0x01F0520A,Do you want to know?,20,1,21,pokemon,dialogue,,
0x01F0528D,ll activate my hidden power!,28,1,29,pokemon,dialogue,,
0x01F052AD,"s not possible for an Egg to
use Hidden Power!",46,1,47,pokemon,dialogue,,
0x01F053B6,It is a very special Egg.,25,1,26,pokemon,other,,
0x01F053D5," received an Egg from
the kindly old woman!",43,1,44,pokemon,dialogue,,
0x01F05427,"Nowadays, it is considered by
many to be a Fairy.",49,1,50,pokemon,description,,
0x01F0546C,"If you have a change of heart about
hatching this Egg, I will be here.",70,1,71,pokemon,dialogue,,
0x01F054F9,"mon Egg obtained
as a gift.",27,1,28,pokemon,other,,
0x01F055A5,s away.,7,1,8,pokemon,other,,
0x01F05767,", and it evolved!",17,1,18,pokemon,dialogue,,
0x01F057DE,", and it evolved!",17,1,18,pokemon,dialogue,,
0x01F058B5,ll see!,7,1,8,pokemon,dialogue,,
0x01F05902,evolve by trading normally.,27,1,28,pokemon,other,,
0x01F05AE0,"mon like this in
your party?",28,1,29,pokemon,dialogue,,
0x01F05B07,mon is it?,10,1,11,pokemon,dialogue,,
0x01F05CAF,"ll stick around in the Evolution
House in case you ever bring one.",66,1,67,pokemon,dialogue,,
0x01F05D50,evolve.,7,1,8,pokemon,other,,
0x01F05DC9,evolve.,7,1,8,pokemon,other,,
0x01F05E69,it looks like its surfing on its tail!,38,1,39,pokemon,dialogue,,
0x01F06018,mon evolves?,12,1,13,pokemon,dialogue,,
0x01F06033,"re in too much awe of
my wisdom to ask, right?",46,1,47,pokemon,dialogue,,
0x01F0606C,"mon do you want to know
about?",30,1,31,pokemon,dialogue,,
0x01F06099,t evolve!,9,1,10,pokemon,dialogue,,
0x01F060AD,t evolve!,9,1,10,pokemon,dialogue,,
0x01F060FC,"ll tell you how it evolves based
on the number you choose!",58,1,59,pokemon,dialogue,,
0x01F0693F,Enjoy battling!,15,1,16,pokemon,dialogue,,
0x01F06A14,"So a Water-type becomes weak to
Fire but resists Grass.",55,1,56,pokemon,description,,
0x01F06A53,"ve chosen to battle me,
the Beauty!",35,1,36,pokemon,dialogue,,
0x01F06A77,Beautiful.,10,1,11,pokemon,other,,
0x01F06A84,m going to rough you up!,24,1,25,pokemon,dialogue,,
