offset,original_text,spanish_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x01F08BDE, items?,,7,3,10,pokemon,dialogue,,
0x01F08BE6,"Go out and find me the most
delectable trash out there!","<0x52>Sal y busca la basura más
deliciosa que existe!",55,2,57,pokemon,dialogue,"Va me trouver les déchets
les plus délicieux qui soient !",
0x01F08C1E,"Don't worry, I'll just wait for
the next chump who wants to be<0xFA>handsomely rewarded.","No te preocupes, alguien más lo
hará.",83,3,86,pokemon,description,"T'inquiète, je vais juste attendre
le prochain pigeon qui veut être<0xFA>grassement récompensé.",
0x01F08C5D,handsomely rewarded.,,20,3,23,pokemon,other,,
0x01F08C72,"My trash senses tell me that you
have found <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> item<0xFD><0x07> in the trash<0xFA>so far.<0xFB>Go search more lucrative trash and
find at least <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> more item<0xFD><0x08>!","Mis sentidos me dicen que has
encontrado <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> objetos en los botes<0xFA>de basura.<0xFB><0x52>Busca basura lucrativa y encuentra
al menos <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> objetos!",151,2,153,pokemon,dialogue,"Mes sens de déchet me disent que tu
as trouvé {COLOR}É{STR_VAR_2}{COLOR}Ë objet{VERSION} dans les poubelles<0xFA>pour l'instant.<0xFB>Va fouiller d'autres poubelles et
trouve au moins {COLOR}É{STR_VAR_3}{COLOR}Ë objet{EVIL_TEAM} de plus !",
0x01F08D0A,"That's some fine trash you got
there!<0xFB>Here is some of my garbage for you
to take off my hands.","<0x52>Qué buena basura tienes!<0xFB>Aquí te dejo algo de mi basura para
que me la quites de las manos.",94,1,95,pokemon,dialogue,"C'est du déchet de qualité que tu
as là !<0xFB>Tiens, prends un peu de mes
ordures, ça me débarrassera.",
0x01F08D30,"Here is some of my garbage for you
to take off my hands.",,56,1,57,pokemon,dialogue,,
0x01F08D69,"Trash!<0xFB>You can't take my garbage if your
party is full.","<0x52>No puedes llevarte mi basura con
tu equipo lleno!",55,2,57,pokemon,dialogue,"Déchets !<0xFB>Tu ne peux pas prendre mes ordures
si ton équipe est pleine.",
0x01F08D78,"t take my garbage if your
party is full.",,40,2,42,pokemon,dialogue,,
0x01F08DA1,"The Trash-Man is satisfied with the
trash you have gathered for him.","Estoy muy contento con toda la
basura que has recogido para mí.",68,2,70,pokemon,dialogue,"L'Homme-Poubelle est satisfait des
déchets que tu as réunis pour lui.",
0x01F08DE6,Darwin Was Right,,16,2,18,pokemon,location,Darwin avait raison,
0x01F08DF7,"The theory of evolution is a
theorem! Evolve <0xFD><0x02> Pokémon total.","<0x52>La teoría de la evolución!
Evoluciona a <0xFD><0x02> Pokémon en total.",62,2,64,pokemon,dialogue,"La théorie de l'évolution est un
théorème ! Fais évoluer <0xFD><0x02> Pokémon.",
0x01F08E2B,mon total.,,10,2,12,pokemon,other,,
0x01F08E36,"I believe that Arceus creates all
Pokémon, but I am also a woman of<0xFA>science.<0xFB>I am trying to figure out whether
religion or science is right.<0xFB>I believe Pokémon evolution holds
the key to the answer.<0xFB>Care to help?
I need <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> observations.","Creo que Arceus crea todos los
Pokémon, pero soy una científica.<0xFB>Estoy tratando de saber si la
religión o la ciencia tiene razón.<0xFB>Creo que la evolución Pokémon tiene
la respuesta a eso.<0xFB><0x51>Quieres ayudarme?
Necesito <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> observaciones.",241,1,242,pokemon,dialogue,"Je crois qu'Arceus crée tous les
Pokémon, mais je suis une femme<0xFA>de science.<0xFB>J'essaie de savoir si la religion
ou la science a raison.<0xFB>Je pense que l'évolution des Pokémon
est la clé de la réponse.<0xFB>Tu veux aider ?
J'ai besoin de {COLOR}É{STR_VAR_1}{COLOR}Ç observations.",
0x01F08F19, observations.,,14,1,15,pokemon,other,,
0x01F08F28,"Excellent, I will need you to view
<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> Pokémon evolutions, and report<0xFA>your unbiased opinion.","Bien, necesitaré que veas <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>
evoluciones Pokémon, y me des tu<0xFA>opinión imparcial.",97,3,100,pokemon,dialogue,"Parfait, je veux que tu observes
{COLOR}É{STR_VAR_1}{COLOR}Ç évolutions de Pokémon et me<0xFA>donnes ton avis impartial.",
0x01F08F73,your unbiased opinion.,,22,3,25,pokemon,dialogue,,
0x01F08F8A,"I guess some people will always
remain ignorant of the secrets of<0xFA>science and religion.","Supongo que no te interesa saber
los secretos de la ciencia y la<0xFA>religión.",87,2,89,pokemon,dialogue,"Je suppose que certains resteront
ignorants des secrets de la science<0xFA>et de la religion.",
0x01F08FCC,science and religion.,,21,2,23,pokemon,other,,
0x01F08FE2,"Your data is still not complete.<0xFB>You need to evolve <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04> more
Pokémon to complete the dataset.","Tus datos aún no están completos.<0xFB>Necesitas evolucionar <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04> más
para completar los datos.",98,2,100,pokemon,dialogue,"Tes données ne sont pas complètes.<0xFB>Tu dois encore faire évoluer {COLOR}É{STR_VAR_3}{COLOR}Ç
Pokémon pour compléter l'étude.",
0x01F09028,mon to complete the dataset.,,28,2,30,pokemon,other,,
0x01F09045,"Wow, you're done!
Now, let's look at the data.<0xFB>""<0xFB>It says that there are both
scientific and religious facets to<0xFA>Pokémon evolution.<0xFB>Perhaps Arceus is more involved
than we know""<0xFB>Interesting, please take this
Pokémon as my thanks.","Wow, you're done!
Now, let's look at the data.<0xFB>""<0xFB>It says that there are both
scientific and religious facets to<0xFA>Pokémon evolution.<0xFB>Perhaps Arceus is more involved
than we know""<0xFB>Interesting, please take this
Pokémon as my thanks.",228,3,231,pokemon,dialogue,"Waouh, tu as fini !
Voyons les données.<0xFB>...<0xFB>Ça dit qu'il y a des aspects
scientifiques et religieux à<0xFA>'évolution des Pokémon.<0xFB>Peut-être qu'Arceus est plus
impliqué qu'on ne le croit...<0xFB>Intéressant, prends ce
Pokémon en remerciement.",
0x01F0912A,"But make some space in your party,
first!","But make some space in your party,
first!",41,2,43,pokemon,dialogue,"Mais fais de la place dans
ton équipe, d'abord !",
0x01F09154,"The Pokémon I gave you is known
as Mew.<0xFB>It is said to be the species all
Pokémon evolved from.<0xFB>We cloned it at the Science
Society, so the version you have<0xFA>is nothing more than a copy.","The Pokémon I gave you is known
as Mew.<0xFB>It is said to be the species all
Pokémon evolved from.<0xFB>We cloned it at the Science
Society, so the version you have<0xFA>is nothing more than a copy.",184,2,186,pokemon,dialogue,"Le Pokémon que je t'ai donné
s'appelle Mew.<0xFB>On dit que tous les Pokémon
descendent de cette espèce.<0xFB>Nous l'avons cloné à la Société
Scientifique, donc celui que tu as<0xFA>n'est qu'une copie.",
0x01F0920D,Exp. Millionaire,,16,3,19,pokemon,location,Millionnaire d'Exp.,
0x01F0921E,"Exp. is like gold. Earn <0xFD><0x02>
in one day to become truly rich.","<0x52>Como el oro! Gana <0xFD><0x02>
Puntos de Experiencia.",59,3,62,pokemon,description,"L'Exp. est comme l'or. Gagne <0xFD><0x02>
en un jour pour être vraiment riche.",
0x01F09238,"
in one day to become truly rich.",,33,3,36,pokemon,description,,
0x01F0925A,"I'm so rich, my swimming pool has
its own swimming pool!<0xFB>And yet""<0xFC><0x08>î and yet, all the money
in the world doesn't make me happy.<0xFB>True wealth lies in a more
luxurious currency - Exp. Points!<0xFB>So, are you willing to show me your
drive to become truly wealthy?","<0x52>Soy tan rica que mi casa tiene su
propia piscina!<0xFB>Y sin embargo"" ni todo el dinero del
mundo, me hace feliz.<0xFB>La verdadera riqueza reside en una
moneda más lujosa: <0x52>Puntos de<0xFA>Experiencia!<0xFB>Dime, <0x51>no te gustaría ser una
persona rica también?",255,2,257,pokemon,dialogue,"Je suis si riche que ma piscine a
sa propre piscine !<0xFB>Et pourtant...{PAUSE}î et pourtant, tout
l'argent ne me rend pas heureux.<0xFB>La vraie richesse réside dans une
monnaie luxueuse : les Points Exp. !<0xFB>Alors, veux-tu me montrer ton désir
de devenir vraiment riche ?",
0x01F09317,"So, are you willing to show me your
drive to become truly wealthy?",,66,2,68,pokemon,dialogue,,
0x01F0935A,"Then, demonstrate your hunger for
true wealth to me.<0xFB>To become truly wealthy, have your
Pokémon earn <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> Exp. Points<0xFA>in total within a single day.","<0x52>Demuéstrame tu hambre de verdadera
riqueza!<0xFB>Para ser una persona rica, haz que
tus Pokémon ganen <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> Puntos<0xFA>de Experiencia en un solo día.",151,3,154,pokemon,dialogue,"Alors, montre-moi ta soif de
vraie richesse.<0xFB>Pour être vraiment riche, fais
obtenir {COLOR}É{STR_VAR_1}{COLOR}Ç Points Exp.<0xFA>au total en une seule journée.",
0x01F093D4,in total within a single day.,,29,3,32,pokemon,other,,
0x01F093F2,"Hmph. I should have expected no
less from a materialistic cretin.","No debería esperar menos de una
persona tan pobre como tú.",65,3,68,pokemon,dialogue,"Hm. Je n'en attendais pas moins
d'un crétin matérialiste.",
0x01F09434,"So far, your Pokémon have earned
<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> Exp. Point<0xFD><0x07> today.<0xFB>But you must still earn another
<0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04> Exp. Point<0xFD><0x08>.<0xFB>Only then can you rise above the
status of <0xB1>moderately wealthy<0xB2>.","Hasta ahora, tus Pokémon han
obtenido <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> Puntos de Exp.<0xFB>Pero aún debes obtener <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04>
Puntos de Exp.<0xFB>Sólo entonces podrás superar el
estatus de <0xB1>moderadamente rico<0xB2>.",181,1,182,pokemon,dialogue,"Actuellement, tes Pokémon ont gagné
{COLOR}É{STR_VAR_2}{COLOR}Ç Point{VERSION} Exp. aujourd'hui.<0xFB>Mais tu dois encore en gagner
{COLOR}É{STR_VAR_3}{COLOR}Ç Point{EVIL_TEAM} Exp.<0xFB>Alors seulement tu dépasseras le
statut de "" moyennement riche "".",
0x01F094EA,"Incredible""<0xFB>Truly, you are the most amazingly
wealthy person I've ever known.<0xFB>That drive""<0xFC><0x08><0x20> that passion""<0xFC><0x08><0x20>
I know what I must do!<0xFB>That's it!<0xFB>I won't be needing my life savings
anymore!","Increíble""<0xFB>En verdad, eres la persona más rica
que he conocido.<0xFB>Ese impulso"" esa pasión"" <0x52>sé lo que
debo hacer!<0xFB><0x52>Eso es todo! <0x52>Ya no necesitaré
los ahorros de mi vida!",187,4,191,pokemon,dialogue,"Incroyable...<0xFB>Vraiment, tu es la personne la plus
riche que j'aie connue.<0xFB>Cette volonté...{PAUSE}î cette passion...{PAUSE}î
je sais ce que je dois faire !<0xFB>Ça y est !<0xFB>Je n'aurai plus besoin d'économies
à vie !",
0x01F09580,"t be needing my life savings
anymore!",,37,4,41,pokemon,dialogue,,
0x01F095A6,"Now I am free of materialistic
desires.<0xFB>And finally""<0xFC><0x08>î finally I am truly
rich.<0xFB>Most impressive, Trainer.<0xFB>However, I see that your desire
for true wealth exceeds my own""<0xFB>Then, as your reward for your
drive""<0xFC><0x08><0x18> ah, yes.<0xFB>Take these Lucky Eggs.","Ahora soy libre de deseos
materialistas.<0xFB>Y finalmente"" soy verdaderamente
rica.<0xFB>Me has impresionado.<0xFB>Sin embargo, veo que tu deseo de
verdadera riqueza supera el mío""<0xFB>Entonces, como recompensa por tu
impulso""<0xFB><0x52>Toma estos Huevos Suerte!",242,3,245,pokemon,dialogue,"Je suis libre de mes désirs
matériels.<0xFB>Et enfin...{PAUSE}î enfin, je suis vraiment
riche.<0xFB>Très impressionnant, Dresseur.<0xFB>Cependant, je vois que ton désir
pour la richesse dépasse le mien...<0xFB>Alors, en récompense de ta
volonté...{PAUSE} ah, oui.<0xFB>Prends ces OEufs Chance.",
0x01F09682,Take these Lucky Eggs.,,22,3,25,pokemon,other,,
0x01F09699,"And in addition to those, allow me
to make them even luckier!","Y además de eso, <0x52>permíteme darles
aún más suerte!",61,2,63,pokemon,dialogue,"Et en plus, laisse-moi les rendre
encore plus chanceux !",
0x01F096D7,"<0xFC><0x01><0x02>The Lucky Egg level has been
increased to <0x34> <0xFD><0x03>!<0xFB>Pokémon will now gain <0xFC><0x01><0x06><0xFD><0x0C><0xFC><0x01><0x02><0xB9> the
amount of Exp. Points when held.","<0xFC><0x01><0x02><0x52>El Huevo Suerte ha aumentado al
nivel <0xFD><0x03>!<0xFB>Los Pokémon ahora ganarán <0xFC><0x01><0x06>X2<0xFC><0x01><0x02>
Puntos de Exp, cuando se sostenga.",119,3,122,pokemon,dialogue,"{COLOR}ÁLe niveau des OEufs Chance est passé
à <0x34> {STR_VAR_2} !<0xFB>Les Pokémon gagneront maintenant {COLOR}É{EVIL_LEGENDARY}{COLOR}Á×
les Points Exp. en le tenant.",
0x01F09729," the
amount of Exp. Points when held.",,37,3,40,pokemon,description,,
0x01F0974F,"If you desire, I can upgrade your
Lucky Eggs even more.<0xFB>But I'm afraid I'll need more than
Exp. Points to upgrade them.<0xFB>Find me <0xFC><0x01><0x06><0xFD><0x04> <0xFD><0x02><0xFC><0x01><0x04> and I'll
upgrade your Lucky Eggs again.<0xFB>I""<0xFC><0x08><0x18> I just realized, I still need
food, after all.","Si deseas, puedo mejorar tus Huevo
Suerte aún más.<0xFB>Pero necesitaré más Puntos de Exp,
para mejorarlos.<0xFB>Encuentra <0xFC><0x01><0x06><0xFD><0x04> <0xFD><0x02><0xFC><0x01><0x04> y
mejoraré tus Huevo Suerte<0xFA>nuevamente.<0xFB>Yo"" me acabo de dar cuenta de que,
aún necesito comida.",232,1,233,pokemon,dialogue,"Si tu veux, j'améliore encore
tes OEufs Chance.<0xFB>Mais il me faudra plus que des
Points Exp. pour les améliorer.<0xFB>Apporte-moi {COLOR}É{STR_VAR_3} {STR_VAR_1}{COLOR}Ç et je
améliorerai encore tes OEufs Chance.<0xFB>Je...{PAUSE} je viens de réaliser que j'ai
besoin de nourriture, après tout.",
0x01F09808," I just realized, I still need
food, after all.",,47,1,48,pokemon,dialogue,,
0x01F09838,"Greetings, are you here to have
your <0xFC><0x01><0x06>Lucky Eggs<0xFC><0x01><0x04> upgraded?<0xFB>I'll need <0xFC><0x01><0x06><0xFD><0x04> <0xFD><0x02><0xFC><0x01><0x04> to raise
their luck further to <0xFC><0x01><0x06><0x34> <0xFD><0x03><0xFC><0x01><0x04>.","Dime, <0x51>quieres mejorar tus <0xFC><0x01><0x06>Huevo
Suerte<0xFC><0x01><0x04>?<0xFB>Necesito <0xFC><0x01><0x06><0xFD><0x04> <0xFD><0x02><0xFC><0x01><0x04> para
aumentar su suerte aún más al<0xFA><0xFC><0x01><0x06>nivel <0xFD><0x03><0xFC><0x01><0x04>.",128,3,131,pokemon,dialogue,"Bonjour, tu es là pour améliorer
tes {COLOR}ÉOEufs Chance{COLOR}Ç ?<0xFB>J'ai besoin de {COLOR}É{STR_VAR_3} {STR_VAR_1}{COLOR}Ç pour
porter leur chance à {COLOR}É<0x34> {STR_VAR_2}{COLOR}Ç.",
0x01F098B9,"No? Then could you spare any change
before you leave?","<0x51>No? <0x51>Entonces no tienes algo de
comida, eh?",53,2,55,pokemon,dialogue,"Non ? Alors tu aurais une pièce
avant de partir ?",
0x01F098EF,"I'm afraid you don't have enough
<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>.<0xFB>At least, not enough to keep me
fed for the week""","No tienes suficientes <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>.<0xFB>Al menos, no lo suficiente para
alimentarme una semana""",92,3,95,pokemon,dialogue,"Je crains que tu n'aies pas assez
{COLOR}É{STR_VAR_1}{COLOR}Ç.<0xFB>Pas assez pour me nourrir
cette semaine...",
0x01F0994C,"With an Exp. Point bonus of <0xFC><0x01><0x06><0xFD><0x0C><0xFC><0x01><0x04><0xB9>,
there's nothing more I can do<0xFA>for your Lucky Eggs.<0xFB>Now how will I feed myself?","With an Exp. Point bonus of <0xFC><0x01><0x06><0xFD><0x0C><0xFC><0x01><0x04><0xB9>,
there's nothing more I can do<0xFA>for your Lucky Eggs.<0xFB>Now how will I feed myself?",117,2,119,pokemon,dialogue,"Avec un bonus de {COLOR}É{EVIL_LEGENDARY}{COLOR}Ç× de Points Exp.,
je ne peux plus rien faire<0xFA>pour tes OEufs Chance.<0xFB>Comment vais-je me nourrir, moi ?",
0x01F099C2,"The <0xFC><0x01><0x06>Inverse Trainer House<0xFC><0x01><0x08>
is famous.<0xFB>Many people come to Fallshore
City just to battle with type<0xFA>matchups reversed.","<0x52><0xFC><0x01><0x06>Casa de Batallas Inversas<0xFC><0x01><0x08> es
famosa!<0xFB>Muchos vienen a Ciudad Costera sólo
por sus batallas divertidas.",121,2,123,pokemon,description,"La {COLOR}ÉMaison des Combats Inversés{COLOR}Ë
est célèbre.<0xFB>Beaucoup viennent à la Ville de
Fallshore juste pour combattre avec<0xFA>les types inversés.",
0x01F09A29,matchups reversed.,,18,2,20,pokemon,other,,
0x01F09A3C,"Every step you take, your Pokémon
become more attached to you.<0xFB>If you have a Pokémon in the
Day-Care, it will get stronger too.","Cada paso que das, tus Pokémon se
apegan más a ti.<0xFB>Si tienes un Pokémon en los
Cuidados, también se volverá más<0xFA>fuerte.",127,3,130,pokemon,dialogue,"Chaque pas que tu fais rend tes
Pokémon plus attachés à toi.<0xFB>Si tu as un Pokémon à la Pension,
il deviendra plus fort aussi.",
0x01F09A8D,"mon in the
Day-Care, it will get stronger too.",,46,3,49,pokemon,description,,
0x01F09ABC,"I heard that a bunch of people are
up to no good on <0xFC><0x01><0x06>Route 9<0xFC><0x01><0x08>.","Esuché que un grupo de personas no
hacen nada en <0xFC><0x01><0x06>Ruta 9<0xFC><0x01><0x08>.",66,3,69,pokemon,dialogue,"Il paraît qu'une bande de types
prépare un mauvais coup sur la<0xFA><0xFC><0x01><0x06>Route 9<0xFC><0x01><0x08>.",
0x01F09AFF,"Did you hear?<0xFB>Someone took care of the
troublemakers on Route 9!","Did you hear?<0xFB>Someone took care of the
troublemakers on Route 9!",64,4,68,pokemon,dialogue,"Tu as entendu ?<0xFB>Quelqu'un a réglé le souci des
fauteurs de Route 9 !",
0x01F09B40,"I make a ton of my money selling
items I find on Wild Pokémon.<0xFB>My Venonat's <0xFC><0x01><0x06>Compound Eyes<0xFC><0x01><0x08> helps
me lure in the ones with items,<0xFA>then I switch out and use <0xFC><0x01><0x06>Knock Off<0xFC><0x01><0x08><0xFA>to nab 'em!","Gano mucho dinero vendiendo objetos
que encuentro en Pokémon salvajes.",187,3,190,pokemon,dialogue,"Je gagne beaucoup d'argent
avec objets de Pokémon sauvages.<0xFB>L'<0xFC><0x01><0x06>OEil Composé<0xFC><0x01><0x08> de mon <0xFC><0x01><0x06>Mimitoss<0xFC><0x01><0x08> m'aide
à attirer ceux avec des objets,<0xFA>puis je change et utilise <0xFC><0x01><0x06>Sabotage<0xFC><0x01><0x08><0xFA>pour les prendre !",
0x01F09BFC,"If you have the <0xFC><0x01><0x06>Fall Badge<0xFC><0x01><0x04>, you can
buy <0xFC><0x01><0x06>Ultra Balls<0xFC><0x01><0x04>!<0xFB>They're way better at catching
Pokémon than Great Balls.","<0x52>Si tienes la <0xFC><0x01><0x06>Medalla Otoño<0xFC><0x01><0x04>, puedes
comprar <0xFC><0x01><0x06>Ultra Balls<0xFC><0x01><0x04>!<0xFB>Son mejores atrapando Pokémon que
las Super Ball.",121,2,123,pokemon,dialogue,"Avec le {COLOR}ÉBadge Chute{COLOR}Ç, tu peux
acheter des {COLOR}ÉHyper Balls{COLOR}Ç !<0xFB>Elles sont bien meilleures pour
capturer que des Super Balls.",
0x01F09C60,mon than Great Balls.,,21,2,23,pokemon,other,,
0x01F09C78,Flower Paradise,Bosque Paraíso,15,2,17,pokemon,location,,
0x01F09C88,"A sanctuary overflowing with
flowers and Pokémon.
Rumours say a rare Pokémon
lives at the northern end.","Un santuario lleno de flores y
Pokémon. Los rumores dicen que
un Pokémon Raro vive en el
extremo norte.",103,2,105,pokemon,description,"Un sanctuaire débordant de
fleurs et de Pokémon.
On dit qu'un Pokémon rare
vit au nord.",
0x01F09CD1,"mon
lives at the northern end.",,30,2,32,pokemon,other,,
0x01F09CF0,"Welcome to Flower Paradise!<0xFB>While you are here, please be
careful to respect the flowers and<0xFA>the Pokémon that live in them.","<0x52>Este es Bosque Paraíso!<0xFB>Mientras estés aquí, debes respetar
las flores y los Pokémon que viven<0xFA>en ellas.",123,3,126,pokemon,dialogue,"Bienvenue au Paradis Floral !<0xFB>Pendant votre visite, prenez soin
de respecter les fleurs et<0xFA>les Pokémon qui y vivent.",
0x01F09D55,mon that live in them.,,22,3,25,pokemon,other,,
0x01F09D6C,"Do you know about Gracidea
flowers?<0xFB>They're given as bouquets to
express feelings of gratitude.<0xFB>In fact, some Gracidea flowers
even bloom in this very paradise!","<0x51>Conoces las Flores Gracídea?<0xFB>Se regalan en ramos para expresar
sentimientos de gratitud.<0xFB>De hecho, <0x52>algunas Flores Gracídea
florecen en este mismo paraíso!",160,2,162,pokemon,dialogue,"Connais-tu les fleurs
Gracidea ?<0xFB>On les offre en bouquet pour
exprimer la gratitude.<0xFB>En fait, certaines Gracidea
fleurissent même ici !",
0x01F09DCC,"In fact, some Gracidea flowers
even bloom in this very paradise!",,64,2,66,pokemon,dialogue,,
0x01F09E0D,"Oh, Shaymin!<0xFB>When it comes to Shaymin,
Gracidea flowers are important!<0xFB>I have a lot of Gracidea flowers,
so let me share one with you.","Oh, Shaymin!<0xFB>When it comes to Shaymin,
Gracidea flowers are important!<0xFB>I have a lot of Gracidea flowers,
so let me share one with you.",134,2,136,pokemon,dialogue,"Oh, Shaymin !<0xFB>Pour Shaymin,
les fleurs Gracidea sont clés !<0xFB>J'ai plein de fleurs Gracidea,
je t'en offre une.",
0x01F09E94,"Since early times, people have made
bouquets of Gracidea flowers to<0xFA>show their feelings of gratitude.<0xFB>Isn't that interesting?<0xFB>By giving a Gracidea bouquet, you
don't have to say a word and<0xFA>someone will know how grateful you<0xFA>are.<0xFB>Quite a delightful custom!","Since early times, people have made
bouquets of Gracidea flowers to<0xFA>show their feelings of gratitude.<0xFB>Isn't that interesting?<0xFB>By giving a Gracidea bouquet, you
don't have to say a word and<0xFA>someone will know how grateful you<0xFA>are.<0xFB>Quite a delightful custom!",255,2,257,pokemon,dialogue,"Depuis toujours, on fait
des bouquets de fleurs Gracidea pour<0xFA>montrer sa gratitude.<0xFB>Intéressant, non ?<0xFB>En offrant un bouquet Gracidea, on
ne dit rien et<0xFA>quelqu'un sait combien tu es<0xFA>reconnaissant.<0xFB>Une charmante coutume !",
0x01F09F94,"Berries are wonderful, don't you
think?<0xFB>They're food for people and
Pokémon alike, and they make<0xFA>the world much more beautiful<0xFA>to live in!<0xFB>Here, let me share with you!","Las Bayas son geniales, <0x51>no crees?<0xFB>Son alimento tanto para las personas
como para los Pokémon, <0x52>y hacen<0xFA>que el mundo sea mucho más hermoso<0xFA>para vivir!<0xFB><0x52>Te daré esto!",167,3,170,pokemon,dialogue,"Les Baies sont super, non
?<0xFB>Elles nourrissent humains et
Pokémon, et rendent<0xFA>le monde bien plus beau<0xFA>à vivre !<0xFB>Tiens, je t'en donne !",
0x01F0A01F,"Here, let me share with you!",,28,3,31,pokemon,dialogue,,
0x01F0A03C,"If you'd like some more Berries,
come see me again tomorrow!","Si quieres mas Bayas, <0x52>ven a verme
mañana!",60,2,62,pokemon,dialogue,"Si tu veux d'autres Baies,
reviens me voir demain !",
0x01F0A043,"d like some more Berries,
come see me again tomorrow!",,53,2,55,pokemon,dialogue,,
0x01F0A079,Honey Gather,Recoge Miel,12,3,15,pokemon,location,Cherche Miel,
0x01F0A086,"A big feast is coming up soon!
Battle Pokémon in Flower Paradise
and collect 3 Honey from them.","<0x52>Pronto se acerca un gran festín!
Lucha contra los Pokémon para
recolectar 3 Miel.",95,2,97,pokemon,dialogue,"Un grand festin approche !
Combats au Paradis Floral
et récupère 3 pots de Miel.",
0x01F0A0B0,"mon in Flower Paradise
and collect 3 Honey from them.",,53,2,55,pokemon,description,,
0x01F0A0E6,"Excuse me, Trainer, would you be
able to lend me a hand, please?<0xFB>You see, my family and I are having
a big feast soon, and we need lots<0xFA>of Honey for our meal.<0xFB>I've already collected seven jars,
but I need at least three more.<0xFB>I heard they could be found on wild
Combee, but I'm not having much<0xFA>luck finding them.<0xFB>So how about it?<0xFB>Are you able to find <0xFC><0x01><0x06>3<0xFC><0x01><0x04> Combee
and give me their <0xFC><0x01><0x06>Honey<0xFC><0x01><0x04>?","Hola, Aspirante, <0x51>podrías echarme
una mano?<0xFB>Verás, mi familia y yo tendremos un
gran festín pronto y necesitamos<0xFA>mucha Miel para nuestra comida.<0xFB>Ya he recogido 7 frascos, pero
necesito al menos 3 más.<0xFB>Escuché que se pueden encontrar en
Combee salvaje, pero no estoy<0xFA>teniendo mucha suerte para<0xFA>encontrarlos.<0xFB>Quería saber si podrías encontrar a
<0xFC><0x01><0x06>3<0xFC><0x01><0x04> Combee y darme su <0xFC><0x01><0x06>Miel<0xFC><0x01><0x04>.",396,1,397,pokemon,dialogue,"Excuse-moi, Dresseur, pourrais-tu
me donner un coup de main ?<0xFB>Tu vois, ma famille et moi faisons
un grand festin bientôt, et il nous<0xFA>faut beaucoup de Miel.<0xFB>J'ai déjà rempli sept pots,
mais il m'en faut au moins trois.<0xFB>On dit qu'on peut en trouver sur des
Apitrini sauvages, mais j'ai peu de<0xFA>chance d'en trouver.<0xFB>Alors, qu'en dis-tu ?<0xFB>Peux-tu trouver {COLOR}É3{COLOR}Ç Apitrini
et me donner leur {COLOR}ÉMiel{COLOR}Ç ?",
0x01F0A273,"Great!
Thank you for agreeing to help!<0xFB>Combee can be found all over
Flower Paradise.<0xFB>Although, you'd have more luck
finding them in the <0xFC><0x01><0x08>blue<0xFC><0x01><0x04> flowers.<0xFB>You might also want to try catching
a <0xFC><0x01><0x06>Cutiefly<0xFC><0x01><0x04> with <0xFC><0x01><0x06>Honey Gather<0xFC><0x01><0x04>.<0xFB>There's a chance it'll find Honey
after each battle, and you'll be<0xFA>notified if it does!","<0x52>Genial! <0x52>Gracias por aceptar!<0xFB>Combee se puede encontrar en todo
el Bosque Paraíso.<0xFB>Aunque, tendrás mas suerte
encontrarlos en las Flores <0xFC><0x01><0x08>Azul<0xFC><0x01><0x04>.<0xFB>Tal vez también quieras capturar un
<0xFC><0x01><0x06>Cutiefly<0xFC><0x01><0x04> con <0xFC><0x01><0x06>Recogemiel<0xFC><0x01><0x04>.<0xFB><0x52>Existe la posibilidad de que
obtengas Miel después de cada<0xFA>batalla!",321,3,324,pokemon,dialogue,"Génial !
Merci d'accepter d'aider !<0xFB>On trouve des Apitrini partout
au Paradis Floral.<0xFB>Mais tu auras plus de chance
près des fleurs {COLOR}Ëbleues{COLOR}Ç.<0xFB>Tu peux aussi essayer d'attraper
un {COLOR}ÉBombydou{COLOR}Ç avec {COLOR}ÉCherche Miel{COLOR}Ç.<0xFB>Il peut trouver du Miel
après chaque combat, et tu seras<0xFA>averti si c'est le cas !",
0x01F0A3A0,notified if it does!,,20,3,23,pokemon,dialogue,,
