# combined_it.txt — Italian translations for Pokémon Unbound (EN→IT)
#
# Same format as combined_fr.txt:  <offset_hex>: <text_IT>
#   \n  -> line break        \l -> <0xFA> (scroll)      \p -> <0xFB> (clear)
# Lines starting with '#' and blank lines are ignored.
# Offsets absent from this file keep their English text.
# Last entry wins for a duplicated offset (case-insensitive).
#
# Updated from d82a9dba-d0fc-4a43-b39a-6d0e0290e64e-Italian Translations (3).json
#
0x1660052: Ognuno di loro porta una maschera\nche era il suo volto quando era\lumano.
0x1663ae6: Si rilassa in luoghi stretti e bui\ned è noto che usi la tasca o la\lborsa del suo Allenatore come nido.
0x1664647: Adora la luce del sole. Quando\nprende regolarmente il sole, cresce\lcon una colorazione vivace.
0x1664709: Sparge spore che tremolano e\nbrillano. Chiunque veda queste luci\lcade in un sonno profondo.
0x166a997: Bulbasaur
0x1f906b1: Le lotte possono essere affrontate\nin vari tier diversi. Ogni tier ha\lil proprio set di regole, che offre\n\nun modo unico di lottare.
0x1f9072e: Di quale livello vuoi saperne?
0x1f90867: Questa è la tier fondamentale\nbasata sull'utilizzo di Smogon. Con\ll'eccezione dei Pokémon banditi nel\n\ntier Uber, ogni Pokémon può essere\nusato in OU. Per maggiori\linformazioni, consulta entrambi:\n\n<0xFC><0x01><0x06>smogon.com/dex/ss/formats/ou\nsmogon.com/dex/ss/formats/doubles/
0x1f9095a: Questa è la più inclusiva tra le\ntier di Smogon, e permette l'uso di\lquasi qualsiasi specie di Pokémon.\n\nPer ulteriori informazioni, visita:\n<0xFC><0x01><0x06>smogon.com/dex/ss/formats/uber
0x1f909fc: In questo formato, si possono usare\nsolo Pokémon che non si sono ancora\levoluti, che sono in grado di\n\nevolversi e che si ottengono al\nlivello 5. Per maggiori\linformazioni, consulta:\n\n<0xFC><0x01><0x06>smogon.com/dex/sm/formats/lc
0x1f90abb: Nel formato Middle Cup, possono\nessere usati solo i Pokémon che si\lsono evoluti una volta e che\n\npossono ancora evolversi di nuovo.\nI Pokémon con le abilità Protean e\lContrary, così come i Pokémon che\n\ntengono Evolcondensa o\nElettropalla, non possono\lpartecipare. Non si possono usare\n\nspecie duplicate, ma si possono\nusare strumenti duplicati. Inoltre,\lquesta categoria prevede solo il\n\nformato Lotta in Singolo.
0x1f90c0e: Nel formato GS Cup, in una squadra\nnelle Lotte in Doppio si possono\lusare fino a due Pokémon limitati.\n\nNelle Lotte in Multi, ogni\nAllenatore può usare solo un\lPokémon limitato. I Pokémon\n\nlimitati sono Pokémon come Mewtwo e\nGroudon. Inoltre, non si possono\lusare specie o strumenti duplicati.\n\nQuesta categoria è disponibile solo\nnei formati di lotta in Doppio o in\lMulti.
0x1f90ed0: Smogon Camomons è una modalità in\ncui tutti i Pokémon assumono i tipi\ldelle loro prime due mosse.\n\nCamomons usa le clausole standard\ndi Smogon OU. Per ulteriori\linformazioni, consulta:\n\n<0xFC><0x01><0x06>smogon.com/dex/sm/formats/camomons/
0x1f90f9c: Uber Camomons è un formato in cui\ntutti i Pokémon diventano i tipi\ldelle loro prime due mosse. Uber\n\nCamomons usa le normali clausole\nUber di Smogon. Per maggiori\linformazioni, consulta la\n\nspiegazione di <0xB1><0xFC><0x01><0x06>Smogon Camomons<0xFD><0x07><0xB2> e\n<0xFC><0x01><0x06>smogon.com/dex/sm/formats/uber
0x1f91096: Little Cup Camomons è un formato in\ncui tutti i Pokémon assumono i tipi\ldelle loro prime due mosse. Little\n\nCup Camomons usa le clausole\nstandard di Smogon Little Cup. Per\lmaggiori informazioni, consulta la\n\nspiegazione di <0xB1><0xFC><0x01><0x06>Smogon Camomons<0xFD><0x07><0xB2> e\n<0xFC><0x01><0x06>smogon.com/dex/sm/formats/lc
0x1f911a0: Middle Cup Camomons è un formato in\ncui tutti i Pokémon diventano dei\ltipi delle loro prime due mosse.\n\nMiddle Cup Camomons usa le clausole\nstandard della Middle Cup. Per\lmaggiori informazioni, consulta la\n\nspiegazione di <0xB1><0xFC><0x01><0x06>Smogon Camomons<0xFD><0x07><0xB2> e\n<0xB1><0xFC><0x01><0x06>Middle Cup<0xFD><0x07><0xB2>.
0x1f91296: GS Cup Camomons è un formato dove\ntutti i Pokémon diventano i tipi\ldei loro primi due attacchi. Nel\n\nformato GS Cup, fino a due Pokémon\nlimitati possono essere usati per\lsquadra nelle Lotte in Doppio.\n\nNelle Lotte in Multi, solo un\nPokémon limitato può essere usato\lper Allenatore. I Pokémon limitati\n\nsono Pokémon come Mewtwo e Groudon.\nInoltre, specie duplicate o\lstrumenti duplicati non possono\n\nessere usati. Questo formato è\ndisponibile solo nei formati di\lLotta in Doppio o in Multi. Per\n\nulteriori informazioni, vedere la\nspiegazione di <0xB1><0xFC><0x01><0x06>Smogon Camomons<0xFD><0x07><0xB2>.
0x1f9148e: Smogon Scalemons è un formato dove\nle statistiche di ogni Pokémon,\leccetto i PS, vengono modificate\n\nper dare loro una somma di\nstatistiche di base il più vicino\lpossibile a 600. Scalemons utilizza\n\nle clausole standard degli Smogon\nUbers, con l'eccezione di\lpermettere Pokémon banditi. I\n\nPokémon che detengono i seguenti\noggetti non possono partecipare:\lSquama Abisso, Dente Abisso, Eevium\n\nZ, Evolcondensa, Pallaluce,\nClavagrossa, Gengarite, Mawilite e\lMedichamite. I Pokémon con le\n\nseguenti abilità non possono\npartecipare: Trappola Arena,\lMacroforza e Pedinombra. Per\n\nmaggiori informazioni, vedere:\n<0xFC><0x01><0x06>smogon.com/forums/threads/\lscalemons.3607934/
0x1f916d8: Smogon Averagemons è un formato che\nmira a livellare il campo di gioco.\lOgni Pokémon riceve esattamente la\n\nstessa distribuzione di statistiche\nbase: 100 in ogni singola\lstatistica. Averagemons utilizza le\n\nclausole standard di Smogon OU OU,\nma non le sue liste di ban. I\lPokémon che tengono i seguenti\n\noggetti non possono partecipare:\nOsso Spesso, Dente d'Abisso, Ball\lLuce, Eviolite, Mawilite,\n\nGengarite, Medichamite ed Eevium Z.\nI Pokémon con le seguenti abilità\lnon possono partecipare:\n\nMacroforza, Forza Pura, Pedinombra\ne Trappola Arena. I Pokémon con le\lseguenti mosse non possono\n\npartecipare: Chiacchierio e\nPassamano. Per maggiori\linformazioni, consultare:\n\n<0xFC><0x01><0x06>https://www.smogon.com/forums/threads/\naveragemons.3590605/
0x1f91970: La Smogon 350 Cup è un formato in\ncui tutti i Pokémon con una somma\ldelle statistiche base inferiore a\n\n350 hanno ciascuna delle loro\nstatistiche base raddoppiata. La\l350 Cup usa le clausole standard di\n\nSmogon Ubers. I Pokémon che tengono\ni seguenti strumenti non possono\lpartecipare: Eviolite, Pallaluce,\n\nDente d'Abisso e Eevium Z. I\nPokémon con le seguenti abilità non\lpossono partecipare: Pedinombra e\n\nTrappoarena. Per maggiori\ninformazioni, vedere:\l<0xFC><0x01><0x06>smogon.com/forums/threads/350-cup.\n\n3589641/
0x1f91b2b: Smogon Benjamin Butterfree è un\nformato in cui sconfiggere un\lPokémon lo fa regredire a una forma\n\npre-evoluta invece di metterlo KO.\nI Pokémon possono essere messi KO\lsolo quando non possono più\n\nregredire. In caso di regressione,\ntutte le modifiche alle statistiche\lvengono azzerate e tutte le\n\ncondizioni di stato non volatili\nvengono curate. Inoltre, i Pokémon\ldimenticano tutte le mosse che non\n\npossono imparare naturalmente.\nBenjamin Butterfree usa le clausole\lstandard di Smogon OU. Per maggiori\n\ninformazioni, consulta:\n<0xFC><0x01><0x06>smogon.com/forums/threads/benjamin-butterfree.3605680/
0x1f92055: <0xFC><0x01><0x02>Vuoi vedere la lista delle\ndisponibilità?
0x1f92074: Quali impostazioni vuoi cambiare?
0x1f9209d: Scegli il livello in cui desideri\ncombattere. Il livello attuale è:\l<0xFC><0x01><0x06><0xFD><0x02>
0x1f920e6: La categoria di lotta è stata\nimpostata su: <0xFC><0x01><0x06><0xFD><0x02>
0x1f9210d: Scegli il livello di sfida con cui\ndesideri combattere. Il livello di\lsfida attuale è: <0xFC><0x01><0x06>Livello <0xFD><0x02>
0x1f92174: Il livello della sfida è stato\nimpostato su: <0xFC><0x01><0x06>Livello <0xFD><0x02>
0x1f921a0: <0xFC><0x01><0x06>Le categorie Little Cup<0xFD><0x07> possono\nessere affrontate solo al <0xFC><0x01><0x06>Livello\l5<0xFD><0x07>.
0x1f921de: Il <0xFC><0x01><0x06>Monotype<0xFD><0x07> tier è disponibile\nsolo in lotte al <0xFC><0x01><0x06>livello 100<0xFD><0x07>.
0x1f9221f: Il tier <0xFC><0x01><0x06>Standard Dynamax<0xFD><0x07> può\nessere affrontato solo al <0xFC><0x01><0x06>Livello\l100<0xFD><0x07>.
0x1f92268: Seleziona il numero di Pokémon con\ncui desideri combattere. Il numero\lattuale di membri della squadra è:\n\n<0xFC><0x01><0x06><0xFD><0x02>
0x1f922c6: La dimensione del gruppo è stata\nimpostata su: <0xFC><0x01><0x06><0xFD><0x02>
0x1f922e7: Vuoi attivare <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> <0xFC><0x01><0x06>Battaglie\nInverse<0xFD><0x07>?
0x1f9231d: Le Lotte Inverse sono state\nimpostate su <0xFC><0x01><0x06><0xFD><0x02><0xFD><0x07>.
0x1f92347: Scegli la musica che vuoi ascoltare\ndurante la lotta. La canzone\lattuale è: <0xFC><0x01><0x06><0xFD><0x02>
0x1f923a7: Mi dispiace, ma purtroppo questa\ncanzone non è attualmente\ldisponibile.
0x1f923ea: La musica di lotta è stata\nimpostata su: <0xFC><0x01><0x06><0xFD><0x02>
0x1f92412: Scegli lo sfondo da visualizzare\nnelle lotte. Nota che questa\lmodifica è puramente estetica e\n\ntutte le meccaniche di lotta\nfunzioneranno come se lo scontro si\lsvolgesse su un normale terreno al\n\nchiuso. La scelta attuale dello\nsfondo è: <0xFC><0x01><0x06><0xFD><0x02>
0x1f924ee: Lo sfondo della lotta è stato\nimpostato su: <0xFC><0x01><0x06><0xFD><0x02>
0x1f9253e: Speriamo di rivederti ancora!
0x1f92558: Mi scusi! L'ultima volta non hai\nsalvato prima di abbandonare la tua\lsfida. Per questo sei stato\n\nsqualificato dalla sfida! Speriamo\ndi rivederti!
0x1f925f8: Grazie per aver giocato!
0x1f9260f: Complimenti per aver sconfitto il\nTycoon della Torre! Speriamo di\lrivederti ancora!
0x1f92658: Congratulazioni per aver sconfitto\nil Tower Tycoon! In onore della tua\lvittoria, ti presentiamo questo\n\ntrofeo!
0x1f926c3: <0xFD><0x01> ha ricevuto il Trofeo\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x02> dall'addetto!
0x1f926f7: Congratulazioni! In onore della tua\nvittoria, ti consegniamo questa\lstampa speciale!
0x1f92746: <0xFC><0x01><0x02>La <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x02> Stampa è stata aggiunta\nalla Frontier Card di <0xFD><0x01>!
0x1f927e0: Ti è stata assegnata una nuova\nsquadra casuale di 3 Pokémon!
0x1f92818: Ciao, tu! È la tua prima volta qui?\nBenvenuto alla demo del Pokémon\lUnbound Battle Frontier! Mi chiamo\n\nTina, ti prego di permettermi di\nfarti da guida. Ma prima di\lmostrarti i dintorni\.
0x1f928c7: Scegli la categoria di Pokémon con\ncui desideri iniziare.
0x1f92905: Ora, lasciami mostrarti i dintorni.
0x1f92927: Per prima cosa, alla tua destra c'è\nil negozio. Qui, nuovi strumenti e\lPokémon possono essere acquistati\n\nusando i <0xFC><0x01><0x06>Punti Lotta<0xFC><0x01><0x04> guadagnati\nvincendo le battaglie. I Pokémon\lqui possono essere acquistati a\n\ncaso a un prezzo fisso, oppure la\nspecie può essere specificata,\lprobabilmente a un costo maggiore.
0x1f92a22: Più avanti, alle tue spalle, oltre\nl'uscita della Torre Lotta, si\ltrova il Parco Lotta. Lì fuori puoi\n\ntrovare molti altri negozi e\nstrutture di lotta da visitare!
0x1f92ac5: Infine, sulla sinistra, è il punto\nin cui si possono iniziare le\llotte. L'uomo in verde ti aiuterà a\n\niniziare una Lotta in Singolo o in\nDoppio. La donna in rosa ti aiuterà\la iniziare una Lotta in Multi. Ti\n\nforniranno anche qualsiasi altra\ninformazione ti serva riguardo alle\llotte.
0x1f92bc8: Siamo quasi alla fine, ma prima di\nlasciarti andare, prenditi la tua\l<0xFC><0x01><0x06>Frontier Card<0xFC><0x01><0x04>, <0xFC><0x01><0x06>Costume Box<0xFC><0x01><0x04>, <0xFC><0x01><0x06>Stat\n\nScanner<0xFC><0x01><0x04>, <0xFC><0x01><0x06>Pokédex<0xFC><0x01><0x04>, e un po' di BP!
0x1f92c5f: <0xFC><0x01><0x02><0xFD><0x01> ha ricevuto il Pokédex!
0x1f92c7b: Vieni a parlarmi ogni giorno e ti\ndarò altri BP!
0x1f92cb6: Ciao! È fantastico rivederti!\nPrendi un po' di BP per partire con\lil piede giusto nella tua giornata\n\ndi lotta!
0x1f92d1d: Mi dispiace, non hai abbastanza\nspazio nella tua squadra. Torna\lquando avrai liberato un po' di\n\nspazio.
0x1f92d85: <0xFC><0x01><0x02><0xFD><0x01> ha ricevuto <0xFD><0x02>!
0x1f92d98: Prima di poter lottare, parla con\nla donna alla tua destra.
0x1f92dd8: Pokémon normali
0x1f92de8: Pokémon leggendari/mitici
0x1f92e03: Pokémon Little Cup
0x1f92e16: Pokémon Middle Cup
0x1f92e29: <0xFC><0x01><0x06>I <0xFC><0x01><0x06>Pokémon normali<0xFC><0x01><0x04> possono essere\nusati in quasi ogni formato di\llotta qui. Vuoi una squadra\n\ncomposta da <0xFC><0x01><0x06>Pokémon normali<0xFC><0x01><0x04>?
0x1f92ea7: <0xFC><0x01><0x06>I Pokémon Leggendari e Misteriosi<0xFC><0x01><0x04>\nsono Pokémon potenti che possono\lessere usati solo in determinati\n\nformati di lotta. Vuoi una squadra\ncomposta da <0xFC><0x01><0x06>Pokémon Leggendari e\lMisteriosi<0xFC><0x01><0x04>?
0x1f92f5b: <0xFC><0x01><0x06>I Pokémon Little Cup<0xFC><0x01><0x04> sono Pokémon\nche non si sono evoluti, ma che\lpossono ancora evolversi. Sono\n\npensati per una specifica modalità\ndi lotta, ma possono essere usati\lanche nella maggior parte delle\n\naltre. Vuoi una squadra composta da\n<0xFC><0x01><0x06>Little Cup Pokémon?<0xFC><0x01><0x04>
0x1f93047: <0xFC><0x01><0x06>I Pokémon della <0xFC><0x01><0x06>Middle Cup<0xFC><0x01><0x04> sono\nPokémon che si sono evoluti una\lvolta e possono ancora evolversi.\n\nSono pensati per un formato di\nlotta specifico, ma possono essere\lusati anche nella maggior parte\n\ndegli altri formati. Vuoi una\nsquadra composta da Pokémon della\l<0xFC><0x01><0x06>Middle Cup<0xFC><0x01><0x04>?
0x1f9313a: Ciao! Devi essere <0xFD><0x01>. Vuoi\ninserire una password per ricevere\lun <0xFC><0x01><0x06>Dono Segreto<0xFC><0x01><0x08>?
0x1f93195: Non ho ricevuto alcun regalo per\nte. Ti aspettiamo alla tua prossima\lvisita.
0x1f931df: Quella password non corrisponde ad\nalcun regalo disponibile. Ti\laspettiamo alla tua prossima\n\nvisita.
0x1f93235: Ti aspettiamo alla prossima visita.
0x1f93259: La tua squadra è al completo, temo.\nNon posso dartene uno per ora.
0x1f93296: Temo che il sistema Regalo Segreto\nsia accessibile solo dopo aver\lsconfitto la Lega Pokémon.
0x1f932f9: Data: <0xFD><0x02>/<0xFD><0x03>/<0xFD><0x04>\nOra: <0xFD><0x07>:<0xFD><0x08>:<0xFD><0x09> Errore RTC Codice: <0xFD><0x0A>\lRisultato della sonda: <0xFD><0x0B>
0x1f9333c: Mi dispiace, ma il Parco Lotta è\nattualmente in ristrutturazione.
0x1f9337d: <0xFC><0x01><0x04>Benvenuto al <0xFC><0x01><0x06>Battle Frontier<0xFC><0x01><0x04>!\nQuesta è un'area dedicata\lesclusivamente alle lotte. Per\n\npoter combattere qui, ti servirà\nquesto.
0x1f9340d: <0xFC><0x01><0x04>Quella <0xFC><0x01><0x06>Carta Frontier<0xFC><0x01><0x04> che hai\nricevuto mostra un registro dei\ltuoi <0xFC><0x01><0x06>Punti Lotta<0xFC><0x01><0x04> (<0xFC><0x01><0x06>BP<0xFC><0x01><0x04>) e delle\n\nvittorie ottenute nelle varie\nstrutture del Mondo Lotta. Vieni a\lparlarmi se hai altre domande!
0x1f934df: Speriamo che la tua visita sia\npiacevole!
0x1f934fd: Quale argomento dovrei spiegare?
0x1f9351b: La Frontiera Lotta ha quattro\nstrutture dedicate alla lotta. Alla\lTorre Lotta, l'obiettivo è\n\nsconfiggere molti Allenatori di\nfila. Alla Sabbia della Lotta,\laltri Allenatori lottano con i tuoi\n\nPokémon. Al Circo della Lotta,\neffetti casuali sono presenti in\logni lotta. E infine, alla Miniera\n\ndella Lotta, devi usare una squadra\ndi sei Pokémon che possa gestire\lmolti diversi formati di lotta.
0x1f93690: Le lotte nei quattro impianti della\nLotta Area si svolgono secondo\lregole speciali. Prima di tutto,\n\nnon si possono guadagnare Punti\nEsperienza. Di conseguenza, i\lPokémon che combattono qui non\n\nsaliranno di livello. Quando scegli\nun livello a cui combattere, tutti\li Pokémon della tua squadra\n\nverranno portati a quel livello per\nla durata delle lotte.
0x1f937cb: I Punti Lotta sono di solito\nchiamati BP. I BP sono punti usati\lsolo nella Frontiera Lotta. I BP\n\nvengono assegnati per aver\nraggiunto determinati obiettivi di\lrendimento nelle varie strutture\n\ndella Frontiera Lotta. I BP possono\nessere scambiati per premi agli\lSportelli del Servizio Scambi.
0x1f938cd: Gli Angoli del Servizio di Scambio\nsi trovano in stand sparsi per la\lFrontiera Lotta, oppure nella Torre\n\nLotta stessa. Lì puoi scambiare i\ntuoi BP per un'ampia varietà di\lservizi e premi. Vieni a trovarli!
0x1f939a0: Il Monitor delle prestazioni mostra\ni dati degli Allenatori, come i\lrecord attuali e i record migliori\n\nottenuti finora. Ne troverai uno\nvicino al bancone della reception\lin ogni struttura.
0x1f93a45: Zona Lotta
0x1f93a55: Regole base
0x1f93a61: Punti Lotta
0x1f93a6f: Sportelli di scambio
0x1f93a88: Monitor prestazioni
0x1f93a9c: La <0xFC><0x01><0x06>Frontier Card<0xFC><0x01><0x08> è davvero\nfantastica! Ha cambiato colore\lquando ho sconfitto tutti i Capi\n\ndella Frontiera!
0x1f93afd: Desideri qualcosa?
0x1f93b17: Dove vuoi andare?
0x1f93b33: Vuoi andare a <0xFD><0x02>?
0x1f93b4f: Con chi vorresti combattere?
0x1f93b6d: Vuoi sfidare <0xFD><0x02>?
0x1f93b86: Contro quale Boss Missione vorresti\ncombattere?
0x1f93bb3: Contro quale Mission Boss selvatico\nvuoi combattere?
0x1f93be5: Vuoi affrontare il boss finale di\n<0xB1><0xFD><0x02><0xB2>?
0x1f93c12: Vuoi tornare all'Area Lotta?
0x1f93c43: Spiega la Frontiera
0x1f93c54: Casa degli sviluppatori
0x1f93c5e: Club Cavi
0x1f93c69: Viaggio
0x1f93c70: Lotte speciali
0x1f93c80: Capomissione
0x1f93c8d: Boss della missione selvaggia
0x1f93c9f: Più di un gioco
0x1f93cf0: Le strutture di lotta sono più di\nun gioco, sono uno stile di vita.\lBasta entrarci e respirare l'aria\n\nun po' stantia per essere\nindottrinati dall'ethos della\llotta. Vuoi accettare questo ethos\n\ndella lotta nel tessuto della tua\nanima?
0x1f93ddf: Perché lo spirito della lotta si\nfonda con la tua anima, dovrai\ltrionfare nelle strutture di lotta\n\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> volte. Naturalmente,\nquesto non include il Battle Sands,\ldato che lì non combatti tu stesso.
0x1f93eae: Mi sento così forte con lo spirito\ndella lotta nell'anima, allora\lperché non tu?
0x1f93ef6: Non hai ancora trionfato nelle\nstrutture Lotta <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> volte.\lDovrai vincere <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04> volte in\n\npiù<0xFD><0x08> affinché l'ethos della lotta\nsi fonda con la tua anima.
0x1f93f98: Posso sentire l'ethos della\nbattaglia sulla tua anima. Non ha\leffetti tangibili, ma ora hai un\n\nleggero odore di Bacche Sitrus. Se\nsei deluso, ecco una ricompensa di\lmedia entità per farti stare\n\nmeglio.
0x1f9406b: L'etica del combattimento e alcuni\nshampoo profumati al Baccacedro\lsono, in sostanza, la stessa cosa.\n\nLa differenza è che uno suona più\ndolce!
0x1f94105: Sfida
0x1f9410f: Info
0x1f94114: Visualizza record
0x1f94121: Opzioni Lotta
0x1f94130: Esci
0x1f94135: Sfida Singola
0x1f94143: Sfida Doppia
0x1f94151: Lotta multipla
0x1f9415e: Lotta Multipla Link
0x1f94170: Lotta in singolo casuale
0x1f94185: Lotta in doppio casuale
0x1f9419a: Lotta multipla casuale
0x1f941bc: Informazioni generali
0x1f941c9: Impostazioni lotta
0x1f941d9: Squadre preimpostate
0x1f941e6: Categorie di lotta
0x1f941f3: Livello lotta
0x1f941ff: Livello del Pokémon
0x1f9420d: Dimensioni della squadra
0x1f94219: Dimensione della squadra
0x1f94224: Lotta inversa
0x1f94233: Musica di lotta
0x1f94240: Sfondo della lotta
0x1f9426b: Smogon OU
0x1f94275: Smogon Ubers
0x1f94282: Smogon Little Cup
0x1f942b8: Coppa intermedia
0x1f942c3: Coppa GS
0x1f942ca: Smogon Camomons
0x1f942da: Uber Camomons
0x1f942e8: Coppa Piccola Camomons
0x1f942fc: Coppa Media Camomons
0x1f9432d: Smogon Scalemons
0x1f9433e: Smogon 350 Cup
0x1f9434d: Smogon Averagemons
0x1f94360: Smogon Benjamin Butterfree
0x1f943ae: Coppa GS Camomons
0x1f943be: Visualizza lista consentita
0x1f943d0: Visualizza lista ban
0x1f943de: Livello 50
0x1f943e7: Livello 100
0x1f943f1: <0xFC><0x06><0x00>Singoli: 3v3, Doppi: 4v4
0x1f9440f: <0xFC><0x06><0x00>6v6
0x1f949fc: Di quale argomento vuoi saperne di\npiù?
0x1f94a27: <0xFC><0x01><0x06>La Megaevoluzione<0xFC><0x01><0x02> è un'evoluzione\ntemporanea che può essere attivata\lin battaglia se un Pokémon tiene\n\nuna <0xFC><0x01><0x06>Megapietra<0xFC><0x01><0x02> della sua specie.\nPer attivare la Megaevoluzione,\lpremi \btn04 mentre selezioni una mossa\n\nda usare. Solo un Pokémon per\nsquadra può megaevolversi e, dopo\lla fine della lotta, i Pokémon\n\nmegaevoluti tornano alla loro forma\noriginale.
0x1f94b70: Una <0xFC><0x01><0x06>Mossa Z<0xFC><0x01><0x02> è un tipo speciale di\nmossa in cui il desiderio di un\lAllenatore e quello del suo Pokémon\n\nsi uniscono per scatenare un\nattacco molto potente una volta per\llotta. Se una di queste mosse è\n\ndisponibile, può essere attivata\npremendo \btn04 e poi \btn00 mentre si\lseleziona un attacco da usare.\n\nAffinché un Pokémon possa usare una\nMossa Z, deve tenere un oggetto\lspeciale chiamato <0xFC><0x01><0x06>Cristallo Z<0xFC><0x01><0x02>. La\n\nmaggior parte dei Cristalli Z\ncorrisponde a un certo tipo di\lmossa, ma alcuni sono specifici di\n\nuna specie.
0x1f94d38: <0xFC><0x01><0x06>Dynamax<0xFC><0x01><0x02> è una trasformazione\ntemporanea in cui un Pokémon\ldistorce lo spazio per cambiare le\n\nproprie dimensioni. Quando un\nPokémon usa il Dynamax, per tre\lturni i suoi PS aumentano e tutte\n\nle sue mosse vengono potenziate in\nspeciali <0xFC><0x01><0x06>Maxmosse<0xFC><0x01><0x02>. Ogni Maxmossa ha\lun effetto unico che varia in base\n\nal tipo della mossa originale. Se\nun Pokémon possiede il Fattore\lGigantamax, può Gigantamaxarsi. Si\n\ntratta di un tipo speciale di\nDynamax che porta a un aspetto\ldiverso rispetto alla forma\n\nregolare, oltre a essere più\ngrande. Ogni Pokémon Gigantamax ha\luna Maxmossa esclusiva nota come\n\nMossa G-Max. Per attivare il\nDynamax, premi \btn04 mentre selezioni\lun attacco da usare.
0x1f94fb5: Quando si seleziona una mossa in\nbattaglia, possono apparire alcuni\lsimboli. Ciò dipende dall'efficacia\n\ndella mossa contro il bersaglio. Un\n<0xFC><0x01><0x06><0x79><0xFC><0x01><0x02> verde indica che la mossa è\lsuperefficace. Un <0xFC><0x01><0x05><0x7A><0xFC><0x01><0x02> giallo indica\n\nche la mossa non è molto efficace.\nUn <0xFC><0x01><0x07>*<0xFC><0x01><0x02> rosso indica che la mossa non\lha effetto sul bersaglio. E un\n\nsimbolo \+ indica che la mossa ha il\nbonus di stesso tipo.
0x1f95134: Megaevoluzione
0x1f95143: Mosse Z
0x1f9514b: Dynamax
0x1f95153: Efficacia
0x1f951e4: Di tutte le battaglie a cui ho\npreso parte, una si distingue sopra\lle altre. La giornata era\n\nsoffocante, la pressione intensa.\nLa mia avversaria aveva appena\lmandato in campo il suo\n\nRotom-Vortice che teneva una\nMongolfiera. Fino a quel momento\lero riuscito a malapena a\n\nresistere, ma vedendo quell'abnorme\naberrazione della natura, non ce\ll'ho più fatta. Sono svenuto\n\ndall'incredulità e ho perso la\nbattaglia. Non sottovalutare mai il\lpotere di un <0xFC><0x01><0x06>Rotom-Vortice<0xFC><0x01><0x04> che\n\ntiene una <0xFC><0x01><0x06>Mongolfiera<0xFC><0x01><0x04>!
0x1f95397: Come puoi vedere chiaramente, la\nFrontiera Lotta è un ottimo posto\lper mettere alla prova le tue\n\nabilità. A quanto pare, Cube Corp.\nha strutture simili per le lotte.
0x1f95425: Se stai affrontando una lotta\ncasuale con una squadra di 3 o 4\lPokémon, ti verrà data una scelta\n\ndi quale Pokémon casuale vuoi usare\nprima di ogni lotta. E se vinci una\llotta, potrai scegliere tra un\n\nmisto delle tue squadre precedenti\ne di quelle del tuo avversario!\lTuttavia, questo durerà solo per 10\n\nlotte per volta. Dopo di che, ti\nverrà offerta una squadra casuale\lcompletamente nuova. Oh, e tieni a\n\nmente che ti verrà sempre offerta\nuna scelta della squadra prima\ldelle lotte Multi casuali, poiché\n\nnon potrai mai selezionare una\nsquadra completa di 6 Pokémon.
0x1f95630: Ascolta, Sparky. Ho offerte niente\nmale per te. Di cosa vuoi sentire\lparlare?
0x1f95e53: Su, Sparky. Non prendermi in giro.\nVedo che non hai abbastanza PL.
0x1f95e9d: Non prendermi in giro, Sparky. Non\nposso fare nulla per un Uovo\.
0x1f95edf: Tsk\. Su, Sparky. Sembro uno che\nabbia un sacco di tempo da\lsprecare?
0x1f95f2d: Va bene, va bene. \. Su, adesso, non\nho tutta la notte. Chi sarà?
0x1f95f7a: Tsè\. Dai, Sparky. Che ci faccio\nancora qui fuori? È passato da un\lpezzo il momento in cui posso farmi\n\nvedere qui. Ci rivedremo, prima o\npoi, Sparky\.
0x1f96317: Offerta limitata
0x1f96325: Offerta speciale
0x1f96333: Questo è il Banco Lotteria del\nFronte Lotta. Sono <0xFD><0x02>, il tuo\laddetto di oggi. Se il numero\n\nestratto corrisponde al numero che\nhai scelto, potresti vincere\lfavolose quantità di BP. Vuoi\n\ncontrollare il numero fortunato di\noggi?
0x1f96403: Oh. Capisco. Ti prego, torna a\ntrovarci.
0x1f96428: Per prima cosa, sceglieresti\ngentilmente un numero tra 0 e 9999?
0x1f96464: <0xFD><0x02> è il tuo numero scelto?
0x1f9647e: Mi dispiace\. Non posso accettare\nquel valore. Inserisci un numero\lvalido tra 0 e 9999.
0x1f964d5: Secondo, controllerò il numero\nfortunato di oggi del Corner\lLotteria\. Il numero del Biglietto\n\nLotteria di oggi è <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04>.
0x1f96539: Congratulazioni! Hai indovinato\nalla perfezione! Prendi questi BP\lcome ricompensa!
0x1f9658b: Così vicino! Hai mancato di appena\nun piccolo <0xFD><0x04>! Prendi questi\lBP come ricompensa!
0x1f965d4: Non male! La tua risposta era\nsbagliata di soli <0xFD><0x04>! Prendi\lquesti BP come ricompensa!
